row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
1215,body-part_3166,body-part,"Ngoài thùy chẩm, chức năng thị giác còn liên quan đến những vùng não nào?","Ngoài thùy chẩm, chức năng thị giác còn liên quan đến thùy trán chứa vỏ não vận động và thùy thái dương giúp gán ý nghĩa cho thông tin thị giác và mã hóa thông tin thành ký ức.","Ngoài thùy chẩm, chức năng thị giác còn liên quan đến thùy trán (vai trò vận động) và thùy thái dương (gán ý nghĩa cho thông tin thị giác và mã hóa thành ký ức).",1,True,8668749b363da73286f7|5a9f263ba580d540199e|22038355d33f44be600a|e062ca7e0a88792592a6|130faea008385bfea4b9,8668749b363da73286f7|5a9f263ba580d540199e|22038355d33f44be600a|e062ca7e0a88792592a6|130faea008385bfea4b9,1617,1174,49,0.4892523999988043,OK,
1216,body-part_2572,body-part,Nướu dính được tạo ra để chịu những lực nào?,Nướu dính được tạo ra để chịu lực nhai lực chải răng và các tài lực chức năng khác.,"Lực nhai, lực chải răng và các lực chức năng khác.",1,True,35c426c128304b546d54|032cd0580bbcce69995e|7f83edab66ca00198b12|c3fdda3a9c6b66cd7335|4f456d0bb37af7fd4827,35c426c128304b546d54|032cd0580bbcce69995e|7f83edab66ca00198b12|c3fdda3a9c6b66cd7335|4f456d0bb37af7fd4827,1522,1219,17,0.47120880000147736,OK,
1217,body-part_2623,body-part,Độ dày niêm mạc tử cung thay đổi như thế nào trong thời kỳ mãn kinh?,"Ở những người phụ nữ sau mãn kinh, niêm mạc tử cung thường mỏng hơn, thường đo vào khoảng 5mm hoặc nhỏ hơn.","Theo thông tin trong NGỮ CẢNH, độ dày niêm mạc tử cung có thể tăng lên trong thời kỳ tiền mãn kinh hoặc sau khi mãn kinh do sự mất cân bằng nội tiết tố nữ, cụ thể là sự dư thừa estrogen và thiếu hụt progesterone.",,False,6b010501370dae04321d|b67034b564b99f98e80a|4a3f73de30716ad0484a|4efdacca29e0dd503566|5ce2fef1b5c3770edfec,6b010501370dae04321d|b67034b564b99f98e80a|4a3f73de30716ad0484a|4efdacca29e0dd503566|5ce2fef1b5c3770edfec,1539,1187,63,0.5327579999975569,OK,
1218,body-part_2966,body-part,U hạt rốn là tình trạng như thế nào?,U hạt rốn là tình trạng có khối sưng màu đỏ nằm trên rốn của con bạn sau khi dây rốn rụng đi.,U hạt rốn là tình trạng có khối sưng màu đỏ nằm trên rốn của con bạn sau khi dây rốn rụng đi.,1,True,47cc986b74c5692be80f|b2624691337eb601b6d2|b437b99c4d3e3212b320|ada0e18d6ac1d7f8b466|97922f5ad347851e12e8,47cc986b74c5692be80f|b2624691337eb601b6d2|b437b99c4d3e3212b320|ada0e18d6ac1d7f8b466|97922f5ad347851e12e8,1734,1347,31,7.022526600001584,OK,
1219,body-part_2512,body-part,Nêu rõ tên của chất giảm đau được tìm thấy trong nước bọt của con người.,Chất giảm đau được tìm thấy trong nước bọt của con người là Opiorphin.,"Chưa đủ thông tin. Trong ngữ cảnh được cung cấp, không có thông tin cụ thể về tên của chất giảm đau được tìm thấy trong nước bọt của con người.",1,True,c466abdfe2dac8d43330|c34712990c8f42a909bd|154ec8815f82f2386472|28d45346001500afe2d4|387dca82f73075b16105,c466abdfe2dac8d43330|c34712990c8f42a909bd|154ec8815f82f2386472|28d45346001500afe2d4|387dca82f73075b16105,607,566,37,0.4193206999989343,OK,
1220,body-part_2818,body-part,"Tại sao ăn nhiều thực phẩm giàu chất xơ, tập thể dục thường xuyên, hạn chế các chất kích thích, bia rượu, cà phê, thuốc lá giúp cải thiện triệu chứng của hội chứng ruột kích thích?","Những điều này sẽ giúp cải thiện quá trình tiêu hóa và giảm các triệu chứng của hội chứng ruột kích thích như đau bụng, tiêu chảy, táo bón.","Theo thông tin trong NGỮ CẢNH, ăn nhiều thực phẩm giàu chất xơ, tập thể dục thường xuyên, hạn chế các chất kích thích, bia rượu, cà phê, thuốc lá giúp cải thiện triệu chứng của hội chứng ruột kích thích vì chúng giúp giảm bớt các triệu chứng của bệnh.",1,True,96daaaf48a5129fb9044|afb97ead4f5d5ffd2e88|5c19fb1310ec43868634|eceb54a51d1697b9e2c4|ec6cc0aa253d59b31820,96daaaf48a5129fb9044|afb97ead4f5d5ffd2e88|5c19fb1310ec43868634|eceb54a51d1697b9e2c4|ec6cc0aa253d59b31820,1367,1107,67,2.8279031999991275,OK,
1221,body-part_1824,body-part,Vị trí của lá lách nằm ở đâu?,"Lá lách nằm ở phía trên bên trái của bụng, được bảo vệ bởi lồng ngực.","Lá lách nằm ở phía trên bên trái của bụng, được bảo vệ bởi lồng ngực.",1,True,ab5d16c76385511d3dc0|9dc4159cf8ababefbfe7|9d5d2d33b50b054eae57|b5c24d1fce462c945769|c3dda64f7fbce9b12698,ab5d16c76385511d3dc0|9dc4159cf8ababefbfe7|9d5d2d33b50b054eae57|b5c24d1fce462c945769|c3dda64f7fbce9b12698,1411,1205,24,0.4451908999981242,OK,
1222,body-part_3732,body-part,Sự hình thành sỏi túi tinh có thể do nguyên nhân nào?,Sỏi túi tinh có thể hình thành do tình trạng viêm hoặc bất thường về cấu trúc trong túi tinh.,Sự hiện diện của sỏi trong túi tinh là rất hiếm và được cho là hình thành do tình trạng viêm hoặc bất thường về cấu trúc trong túi tinh.,1,True,1883e62e2f357f86dedf|78aa262bd76d01bf6fad|9c060c470456faf9e5f6|b8c94e328067be18bf6d|74605a26399f916a9f2b,1883e62e2f357f86dedf|78aa262bd76d01bf6fad|9c060c470456faf9e5f6|b8c94e328067be18bf6d|74605a26399f916a9f2b,1223,979,37,0.4507637999995495,OK,
1223,body-part_4150,body-part,Ợ chua có thể gây ra đau ở vùng nào trên cơ thể?,Ợ chua có thể gây ra đau vùng thượng vị.,Ợ chua có thể gây ra đau vùng thượng vị.,1,True,969b97f3b3e7b8afa700|e481b359c862acc112df|2761e3492f775d18e293|cff12d133a36c538669a|eb465e10c99b59fe2e07,969b97f3b3e7b8afa700|e481b359c862acc112df|2761e3492f775d18e293|cff12d133a36c538669a|eb465e10c99b59fe2e07,1369,1095,14,0.4368090999996639,OK,
1224,body-part_3863,body-part,Đường đi vào tủy răng của các sợi thần kinh là gì?,Các sợi thần kinh đi vào tủy qua lỗ chóp cùng mạch máu và mạch bạch huyết.,Chưa đủ thông tin.,1,True,0906ddd594b8fa99a69b|5e0e2a996c9e1420a050|545f2256c923894fb603|adfb116cf3c527b28584|335ef9d0910ca6d25955,0906ddd594b8fa99a69b|5e0e2a996c9e1420a050|545f2256c923894fb603|adfb116cf3c527b28584|335ef9d0910ca6d25955,1464,1177,7,0.46893449999697623,OK,
1225,body-part_1532,body-part,Rối loạn chức năng giao cảm là nguyên nhân cho tình trạng khó chịu nào sức khỏe tâm thần?,"Rối loạn chức năng giao cảm dẫn đến các tình trạng sức khỏe tâm thần, chẳng hạn như lo lắng, trầm cảm và căng thẳng mãn tính.","Rối loạn chức năng giao cảm cũng là nguyên nhân dẫn đến các tình trạng sức khỏe tâm thần như lo lắng, trầm cảm và căng thẳng mãn tính.",1,True,a40056ca7f2829886c44|3ee4747690573d3bf83c|a2e80e9460676fc99d8a|8ad53f997f483c8f71c7|560375f1fd4f7fb1f4c2,a40056ca7f2829886c44|3ee4747690573d3bf83c|a2e80e9460676fc99d8a|8ad53f997f483c8f71c7|560375f1fd4f7fb1f4c2,1265,975,37,2.678267600000254,OK,
1226,body-part_4610,body-part,Những vấn đề tâm lý có thể ảnh hưởng đến âm đạo là gì?,Lo lắng và trầm cảm có thể ảnh hưởng đến âm đạo bằng cách góp phần làm giảm mức độ kích thích và gây khó chịu hoặc đau đớn khi quan hệ tình dục.,Chưa đủ thông tin.,,False,d451c888cd4293cc2ece|a04a53be0a40e26079ea|c3db4aa85d323a8a9f45|cfbd2614503e1b50837f|fc7cf8124e5d75ad2317,d451c888cd4293cc2ece|a04a53be0a40e26079ea|c3db4aa85d323a8a9f45|cfbd2614503e1b50837f|fc7cf8124e5d75ad2317,1523,1142,7,6.940030800000386,OK,
1227,body-part_4391,body-part,Xương cùng nam giới khác với xương cùng nữ giới như thế nào?,"Xương cùng của phụ nữ thường rộng hơn, cong ít hơn và hướng về phía sau nhiều hơn so với của nam giới. Độ cong của nam giới thường trải dài toàn bộ chiều dài của xương, trong khi ở nữ giới chỉ occurs at the end. Xương cùng của nam cũng có nhiều xương sống hơn xương cùng của nữ.","Xương cùng nam giới khác với xương cùng nữ giới ở các điểm sau: - Sự hợp nhất của xương cụt và xương cùng xảy ra sớm hơn ở nam giới. - Xương cùng của nam giới có độ cong phân bố trên toàn bộ chiều dài của xương. - Xương cùng của nữ giới rộng hơn (tương ứng với chiều dài), ít cong hơn và hướng về phía sau nhiều hơn so với của nam giới. Độ cong nữ thường xảy ra ở phần đuôi của xương.",1,True,a20b4329ceae15fe9934|3de4079e891d752ef25c|ef6a0852e4781d28f1f4|df5c9fb23015a94e1f44|d7884f0f5087c799f95a,a20b4329ceae15fe9934|3de4079e891d752ef25c|ef6a0852e4781d28f1f4|df5c9fb23015a94e1f44|d7884f0f5087c799f95a,1453,1172,102,0.5789455000012822,OK,
1228,body-part_1526,body-part,Hệ thống thần kinh nào là tác dụng chính của khả năng cương cứng dương vật?,Hệ thống thần kinh phó giao cảm.,Hệ thần kinh phó giao cảm là tác dụng chính của khả năng cương cứng dương vật.,1,True,560375f1fd4f7fb1f4c2|fe405cba902ec53b4294|0bcac14304f281d40dfd|b1eb3e39f58782c9be41|2f827a2c465a0d25be85,560375f1fd4f7fb1f4c2|fe405cba902ec53b4294|0bcac14304f281d40dfd|b1eb3e39f58782c9be41|2f827a2c465a0d25be85,1368,1025,22,0.4817161000028136,OK,
1229,body-part_4138,body-part,Vùng thượng vị là gì?,Vùng thượng vị là phần bụng nằm giữa các xương sườn và rốn.,"Vùng thượng vị là khu vực nằm ở phía trên của bụng, bao gồm các cơ quan và cấu trúc bên trong như dạ dày, thực quản, và các mô lót ở thành trong của bụng.",2,True,969b97f3b3e7b8afa700|8c5bbe71ee5d9e505e33|4c7ab74053f8075294d0|9dc4159cf8ababefbfe7|4158c097509430bcad73,969b97f3b3e7b8afa700|8c5bbe71ee5d9e505e33|4c7ab74053f8075294d0|9dc4159cf8ababefbfe7|4158c097509430bcad73,905,776,47,13.151137099997868,OK,
1230,body-part_4920,body-part,Sự co thắt nhu động mạnh của ống dẫn tinh có tác dụng gì trong quá trình xuất tinh?,Sự co thắt nhu động mạnh của ống dẫn tinh hỗ trợ việc đẩy tinh trùng đến ống phóng tinh.,Sự co thắt nhu động mạnh của ống dẫn tinh giúp đẩy tinh trùng từ mào tinh đến ống phóng tinh trong quá trình xuất tinh.,1,True,911ce1456c9645815552|7eda7ff8d39fd1c84e0f|5e0e2a996c9e1420a050|1454ef1ad9530f0bdadd|747c1d3b5dd387b10bcb,911ce1456c9645815552|7eda7ff8d39fd1c84e0f|5e0e2a996c9e1420a050|1454ef1ad9530f0bdadd|747c1d3b5dd387b10bcb,1247,958,31,0.44242149999990943,OK,
1231,body-part_3799,body-part,Hố ngồi trực tràng có dạng gì khi nhìn ở mặt đứng?,"Nhìn ở mặt đứng, hố ngồi trực tràng có dạng hình tam giác.",Hố ngồi trực tràng có dạng hình tam giác khi nhìn ở mặt đứng.,1,True,32c1729b944edc2cfbca|227e64c02a0b770da74d|d765d048c1307b0fba9e|ad008175522d14847ede|626c98d96f41e194b7da,32c1729b944edc2cfbca|227e64c02a0b770da74d|d765d048c1307b0fba9e|ad008175522d14847ede|626c98d96f41e194b7da,1532,1204,18,2.8316516000013507,OK,
1232,body-part_3900,body-part,Bàng quang nằm ở vị trí nào so với tử cung?,Tử cung nằm ở bên trước bàng quang.,Bàng quang nằm phía trước tử cung.,4,True,0fd9f2028042a7041708|19592eadbff0a93143bd|e062ca7e0a88792592a6|f9d06e89d7253b305ac5|a8d87de0cfca0bc60090,0fd9f2028042a7041708|19592eadbff0a93143bd|e062ca7e0a88792592a6|f9d06e89d7253b305ac5|a8d87de0cfca0bc60090,1384,1054,10,0.4425364999988233,OK,
1233,body-part_2754,body-part,Người ăn chay nên chú ý điều gì khi ăn protein thực vật?,"Người ăn chay nên chú ý đến việc tiêu thụ các loại thực phẩm có bổ sung các axit amin hạn chế, ví dụ như ăn gạo và đậu để bổ sung lysine và methionine.","Người ăn chay nên chú ý đến việc tiêu thụ protein từ các nguồn có bổ sung các axit amin hạn chế, chẳng hạn như gạo (hạn chế về lysine và thiamine nhưng có nhiều methionine) và đậu (hạn chế về methionine, nhưng có nhiều lysine và thiamine) để đáp ứng các nhu cầu axit amin thiết yếu.",1,True,d3b9a0b580441de3a008|748a90c9b66bd3188020|ed921e21b718c4b595b7|508e6ba29f37b9a08606|059bb8db107115350ecc,d3b9a0b580441de3a008|748a90c9b66bd3188020|ed921e21b718c4b595b7|508e6ba29f37b9a08606,1547,1168,84,13.232853999998042,OK,
1234,body-part_3537,body-part,Giải thích tình trạng suy giáp mắc phải là gì?,"Suy giáp mắc phải là tình trạng suy giáp do các bệnh lý gây tổn thương tuyến giáp như viêm tuyến giáp Hashimoto, sau điều trị bằng phóng xạ, phẫu thuật tuyến giáp hoặc xạ trị bệnh ác tính ngoài tuyến giáp.","Tình trạng suy giáp mắc phải là một tình trạng bệnh lý tuyến giáp không phải do bẩm sinh, mà thường do các yếu tố bên ngoài gây ra. Các nguyên nhân gây suy giáp mắc phải có thể bao gồm: - Viêm tuyến giáp Hashimoto (viêm tuyến giáp tự miễn type 2A) - Thiếu hụt iod (bướu cổ địa phương) - Dùng một số thuốc có tác dụng ức chế tổng hợp hoặc giải phóng thyroxin - Yếu tố sinh u trong thực phẩm hoặc do ô nhiễm môi trường - Các cytokin (interferon α, interleukin 2) - Tuyến giáp thâm nhiễm (amyloidosis, sarcoidosis, cyetinosis, cleroderma) - Bệnh tuyến giáp Hashimoto (viêm tuyến giáp tự miễn type 2B) - Sau điều trị bằng phóng xạ, phẫu thuật tuyến giáp hoặc xạ trị bệnh ác tính ngoài tuyến giáp - Tuyến giáp bị phá hủy do u - Do tổn thương tuyến yên (thứ phát) - Bệnh lý vùng dưới đồi Tình trạng suy giáp mắc phải có thể gây ra các triệu chứng như mệt mỏi, tăng cân, giảm khả năng tập trung, và các vấn đề về da và tóc. Nếu bạn nghi ngờ mình đang gặp phải tình trạng suy giáp mắc phải, bạn nên tham khảo ý kiến của bác sĩ để được chẩn đoán và điều trị kịp thời.",1,True,ed53cd318e70801d9a55|ed53cd318e70801d9a55|31bb4e94a8d66bcd6971|1e625b5e8162616f2737|fe18b5a46f79192d1310,ed53cd318e70801d9a55|ed53cd318e70801d9a55|31bb4e94a8d66bcd6971|1e625b5e8162616f2737|fe18b5a46f79192d1310,1927,1530,320,0.8088447000009182,OK,
1235,body-part_4552,body-part,"Khi phụ nữ bước vào giai đoạn mãn kinh, nồng độ estrogen của họ sẽ thay đổi như thế nào?",Nồng độ estrogen giảm.,"Khi phụ nữ bước vào giai đoạn mãn kinh, nồng độ estrogen của họ sẽ giảm xuống.",3,True,a133b1def8407b92b216|ca57309e3a8fc6d73cce|59a41d502a071c71c05c|6b010501370dae04321d|2f827a2c465a0d25be85,a133b1def8407b92b216|ca57309e3a8fc6d73cce|59a41d502a071c71c05c|6b010501370dae04321d|2f827a2c465a0d25be85,1519,1175,22,2.702764199999365,OK,
1236,body-part_1626,body-part,Insulin thường gây ra tác dụng phụ nào?,"Tiêm Insulin có tác dụng phụ như gây hạ glucose huyết, gây hiện tượng somogyi, dị ứng, loạn dưỡng mô mỡ và tăng cân.","Hạ glucose huyết, gây hiện tượng somogyi, dị ứng, loạn dưỡng mô mỡ, tăng cân. Trong đó, hạ glucose huyết là tác dụng phụ thường gặp nhất khi sử dụng hormone tiêm trực tiếp vào cơ thể.",1,True,656e443268a1d027eaa1|1e88207bb4a74e3adc39|edb189ae28e2491dc438|7e139328892cf138b814|b645d7011eeb24a30be7,656e443268a1d027eaa1|1e88207bb4a74e3adc39|edb189ae28e2491dc438|7e139328892cf138b814|b645d7011eeb24a30be7,2138,1447,51,6.99237820000053,OK,
1237,body-part_1941,body-part,"Đối với phụ nữ, có nên loại bỏ lông nách không?",Chị em phụ nữ nên loại bỏ lông nách vì sự hiện diện của nó trông rất mất thẩm mỹ.,"Có, chị em phụ nữ tốt nhất nên loại bỏ lông nách vì sự hiện diện của nó trông rất mất thẩm mỹ.",1,True,cbb4880bcd35995f0b08|b158004e431f98f4c34d|6dbed5c7db4625b0466c|d46340b759e533304370|13c9a506f2135ed5569d,cbb4880bcd35995f0b08|b158004e431f98f4c34d|6dbed5c7db4625b0466c|d46340b759e533304370|13c9a506f2135ed5569d,846,729,28,0.41021919999911916,OK,
1238,body-part_4524,body-part,Nhóm thuốc nào cần ngưng sử dụng trước khi phẫu thuật cắt yết hầu ở phụ nữ?,Aspirin là nhóm thuốc cần ngưng sử dụng trước khi phẫu thuật cắt yết hầu ở phụ nữ.,Chưa đủ thông tin. Không có thông tin nào trong ngữ cảnh về việc sử dụng thuốc trước khi phẫu thuật cắt yết hầu ở phụ nữ.,,False,9c3268a2e46ef3289c8f|290e59e27020d9c81171|3a5925ba89518c16d876|88a90d950b521215971a|445518b1cb8566755619,9c3268a2e46ef3289c8f|290e59e27020d9c81171|3a5925ba89518c16d876|88a90d950b521215971a|445518b1cb8566755619,1264,947,33,0.49852910000117845,OK,
1239,body-part_2170,body-part,Tăng cường thực phẩm giàu vitamin C có lợi ích như thế nào đối với mào tinh hoàn?,"Tăng cường thực phẩm giàu vitamin C có tác dụng giúp bảo vệ mào tinh hoàn, tăng cường sức khỏe và khả năng sinh sản của nam giới.","Tăng cường thực phẩm giàu vitamin C có lợi ích giúp tăng sức miễn dịch, tạo ra hàng rào bảo vệ cơ thể với các yếu tố bất lợi bên ngoài, làm chậm quá trình lão hóa và có tính kháng viêm hiệu quả.",1,True,c6c973fd1728f256af6f|bd60e2ba3ef74b741418|294e6a00455dfe7e3c05|9565030dfecbba8c7086|1279124c56a40b71aaf4,c6c973fd1728f256af6f|bd60e2ba3ef74b741418|294e6a00455dfe7e3c05|9565030dfecbba8c7086|1279124c56a40b71aaf4,1737,1304,51,0.4903247000002011,OK,
1240,body-part_3502,body-part,Cơ vòng Oddi có chức năng gì?,Cơ vòng Oddi có chức năng giúp điều tiết lượng mật và dịch tụy đổ xuống tá tràng.,Cơ vòng Oddi giúp điều tiết lượng mật và dịch tụy đổ xuống tá tràng.,1,True,045568e3fd3259d666f9|1d31a49b31bae1b4a9e6|013bf0d2c678ec0b4d64|583bffbcd3ac2ca4476b|aeb63c1f224d97393e73,045568e3fd3259d666f9|1d31a49b31bae1b4a9e6|013bf0d2c678ec0b4d64,1904,1383,21,0.4249768999980006,OK,
